screen_name,text
TheDemocrats,White supremacists are encouraged by Trump's latest moves: https://t.co/daaOyeY80C https://t.co/2l8V4qHIkm
mike_pence,"RT @GovPenceIN: .@DriveKnight opens Regional Operations Center in @TownPlainfield, adding 426 Hoosier jobs https://t.co/jTjLTCdxxv https://…"
mike_pence,"RT @GovPenceIN: Global firms like NSSMC continue to choose IN for growth because of our affordable, pro-growth economic environment https:/…"
realDonaldTrump,Lying #Ted Cruz just (on election day) came out with a sneak and sleazy Robocall. He holds up the Bible but in fact is a true lowlife pol!
timkaine,Let's go #Hoos! Excited to watch as @UVAMensHoops plays for a spot in their first #FinalFour since 1984 #MarchMadness
mike_pence,The time has come for a fresh approach to how we address drug addiction in IN. Read about it here: http://t.co/WJ2Xpggpm9
GOP,We're ready. #TheForceAwakens #LeadRight2016 https://t.co/7uBuzlVBGw
HillaryClinton,Honored to have your support. https://t.co/93fTPrW1Ii
realDonaldTrump,"""@HARyder: Which is it @realDonaldTrump ?Are you planning on getting rid of Common Core or keeping it?  Get rid of it fast."
timkaine,Enjoyed talking economic development in the Valley at the #SVPSpringForum in Staunton today! Can’t pick a better venue than @shakespearectr
timkaine,"Virginia currently has over 250 volunteers serving in the @PeaceCorps, and over 7,500 have served since 1961! #PeaceCorpsWeek2016"
realDonaldTrump,Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania. It would be a major media event! @CNN @FoxNews
TheDemocrats,Repealing the ACA ≠ fiscal responsibility #foxbusinessdebate https://t.co/pRCyAAzET7
mike_pence,RT @GovPenceIN: Met with the outstanding grant recipients at the @FirstLadyIN Charitable Foundation Grant Reception this morning https://t.…
TheDemocrats,Donald Trump doesn't have the knowledge or temperament to be commander in chief. That's it. https://t.co/rNhRxiEaue https://t.co/pWNdB1xT7V
HillaryClinton,"""I don't think we can take a risk on a loose cannon like Donald Trump running our country."" —Hillary
https://t.co/xcbYMepYdX"
mike_pence,It is outrageous that some members of the media are taking quotes out of context! https://t.co/x379lHe86p
GOP,#OnThisDay: https://t.co/KgX1d57zeL
timkaine,"As @POTUS noted, the scourge of opioid addiction cuts across party lines. Let's come together to lift up communities hurt by this epidemic"
realDonaldTrump,HAPPY BIRTHDAY - to the United States Air Force!! https://t.co/5Gwi1M5R2t
GOP,RT @PolitiFact: Hillary Clinton wrongly claims FBI director Comey called her comments about email 'truthful' https://t.co/rKwaJNNYeb https:…
GOP,"Lawyers for Clinton’s State Dept aide, Cheryl Mills, repeatedly blocked ?s about ex-IT staffer during a deposition https://t.co/Elx1anjGSP"
GOP,Remember when… #tbt #DemsInPhilly https://t.co/6dLHxXQQr5
mike_pence,RT @IndyThisWeek: .@GovPenceIN on May jobs report: No denying momentum of Hoosier economy @rtv6 #INGOV https://t.co/J2tsK837FY
mike_pence,RT @indgop: What a great crowd tonight at the rally for @imformikemoore! Don't forget to vote for our #GOP candidates tomorrow. https://t.c…
realDonaldTrump,"How much BAD JUDGEMENT was on display by the people in DNC in writing those really dumb e-mails, using even religion, against Bernie!"
realDonaldTrump,"As soon as John Kasich is hit with negative ads, he will drop like a rock in the polls against Crooked Hillary Clinton. I will win!"
realDonaldTrump,Many of Bernie's supporters have left the arena. Did Bernie go home and go to sleep?
mike_pence,I'm pleased to announce the 21st Century Crossroads to fund $1 billion in additional road &amp; bridge repairs in the next 4 years.
mike_pence,"RT @indgop: (2/2) ""Education, infrastructure &amp; confronting drug abuse."" Read @mike_pence's op-ed on #INLegis 2016 at https://t.co/xJjP5RnjrF"
mike_pence,Fantastic night at the Horse Fair &amp; Expo at the IN State Fairgrounds! Karen &amp; I have always loved riding horses. https://t.co/3vmAC3y7Ic
timkaine,Staff: @timkaine is cool as a c-u-c-u-m-b-e-r #NPCLive #NPCBee https://t.co/AFL6ke42gV
timkaine,RT @lourdesmeluza: . @timkaine D-Va dice que era importante que @BarackObama pidiera al Congreso que autorice fuerza militar contra #ISIS A…
TheDemocrats,Trump isn't the only Republican making shady claims—he’s just the loudest: https://t.co/FBJPBumIjo https://t.co/JwO6AbzECf
timkaine,"Congrats to Karl Stauber &amp; the Danville Regional Foundation for winning the John Marlles Commitment Award!  Keep it up, @cityofdanville!"
GOP,"""...Iran has taken three more Americans as hostages since those January payments"" ➡️ https://t.co/YNTqeu9Yot https://t.co/QXtyZAYsBA"
GOP,ICYMI: An intelligence community review confirmed Clinton exposed TOP SECRET material on her secret email server. https://t.co/NvDKq6KmYd
GOP,Democrats have shown us what top-down liberal policies look like. http://t.co/TB1TVTzsqT This is why we're fighting. http://t.co/A4Rwhw2rLr
TheDemocrats,RT @iowademocrats: Today's @TheHawkEye front page:  IDP to host first ever Tele-Caucus. Learn more here: https://t.co/mUiLVv61mf https://t.…
GOP,"RT @TeamTrump: 306 economists say “@HillaryClinton's economic agenda is wrong for America."" https://t.co/NYvrz8p8SD via @thehill https://t.…"
realDonaldTrump,Had a meeting with the terrific @GovPenceIN of Indiana. So excited to campaign in his wonderful state! https://t.co/73uCyV6ql4
HillaryClinton,"Trump hired the head of Breitbart ""News"" to be CEO of his campaign. Here's a sample of their work: https://t.co/y8loOnkbNu"
realDonaldTrump,"Crooked Hillary has zero imagination and even less stamina. ISIS, China, Russia and all would love for her to be president. 4 more years!"
TheDemocrats,"THIS is Mike Pence, and we are #BetterThanThis. https://t.co/jJKSNQ4lzp"
TheDemocrats,"RT @JoeBiden: On VAWA's 22nd anniversary, join VP Biden and recommit to fighting to end domestic violence: https://t.co/AMoKY0OkUQ https://…"
TheDemocrats,Leading conservative legal scholars prefer a liberal Supreme Court to a President Trump: https://t.co/cjw5wtRNuv https://t.co/3nau291dPt
TheDemocrats,TFW you hear Donald Trump is the presumptive GOP presidential nominee. https://t.co/ElaV32p1ix
TheDemocrats,https://t.co/nfJOzLl7pQ https://t.co/4A5hfODuX3
TheDemocrats,He can't get to the White House. https://t.co/DCSgruHEac
timkaine,"By 2040, city blvd into Naval Station Norfolk will be inundated by daily tides several hours per day #100Reasons #ActOnClimate #TimeToWakeUp"
TheDemocrats,Watch @POTUS's town hall on how we can #StopGunViolence tonight at 8 pm ET on @CNN. https://t.co/7OKaiVPngG
realDonaldTrump,Great Town Hall tonight at 10:00 P.M. (Eastern) conducted by @seanhannity on @FoxNews
HillaryClinton,"On most campaigns, there isn't much ambiguity as to whether the candidate does or doesn't back KKK leaders. https://t.co/3SD0GknJS2"
HillaryClinton,Let’s make sure it does on Election Day → https://t.co/iWKBOE1i18 https://t.co/41ebkLl4pb
mike_pence,RT @Indiana_EDC: Standard and Poor's reaffirmed #Indiana's AAA credit rating b/c of the state's commitment to its balanced budget. https://…
TheDemocrats,Marco Rubiobot has had lots of ✨praise✨ for President Obama lately. https://t.co/h1oNBvAeqL
mike_pence,RT @GovPenceIN: #AwesomeSauce to be in-studio with @chicksonright this afternoon discussing my Congressional days http://t.co/dnFN3HYDuY
HillaryClinton,Yikes. https://t.co/iueuFgzGod
GOP,We support our troops today and every day because they make sacrifices every day for us. https://t.co/RqX27jAwod
GOP,What issues are most important to you? #CNNDebate http://t.co/fDLYj2xlXU
HillaryClinton,RT @MichelleWKwan: Apply today &amp; join the team that’s going to elect the first woman president @HFA is hiring: https://t.co/kh9tUAZGcA http…
timkaine,Pleased that Jordan Hydroelectric Partnership will receive $1M loan from the @USDA for development of hydroelectric station in @DickensonVA
mike_pence,RT @IndyStateFair: Be sure to thank a Farmer! Today is one of our favorite #IndyStateFair days; the Dow AgroScrience Farmer's Day! http://t…
TheDemocrats,Democrats aren’t afraid to say it: Climate change is real. https://t.co/o6qKTBKePf
GOP,Keep terrorists out of my backyard. SIGN if you agree: https://t.co/gwRb2FzIa9 https://t.co/EzNruLtY21
TheDemocrats,Proud to be a Democrat? Pre-order your official 2016 Democratic membership card today: https://t.co/4apQr6fWPW https://t.co/s5iY5G5IXD
GOP,"Katty Kay on Hillary Clinton: it's a mannerism which she has of ""looking &amp; sounding evasive."" http://t.co/xzSxLzG4nf"
HillaryClinton,One candidate would stand up for workers and their families. The other? Not so much. https://t.co/EtDBJgyNX7
GOP,Growing Washington is never the answer #DemDebate #BrooklynBrawl https://t.co/iZaGp8wsAg
TheDemocrats,"February 2, 2009. #DemsInPhilly https://t.co/J5xrNCWCil"
TheDemocrats,"RT @DWStweets: 7 years ago tomorrow, Pres. Obama signed the Lilly Ledbetter Fair Pay Act. At the #GOPDebate, we didn't hear one idea to hel…"
GOP,New emails show @ClintonFdn officials &amp; donors seeking favors from Hillary Clinton's State Dept https://t.co/ZtXNzTcGLM
GOP,The American people should decide. #GOPDebate https://t.co/iqgHJqrNZ3 https://t.co/EXDMHyDY6o
GOP,RT @washingtonpost: Who had the worst week in Washington? Hillary Clinton. http://t.co/XlfHCaEGgK
timkaine,Glad to hear U.S Ambassador Mark Lippert is recovering and in great spirits. Thoughts and prayers are with him from Virginia.
mike_pence,"Indiana, a great place to do business. https://t.co/ES9rcvqsRy"
GOP,Does the Senate have a constitutional responsibility to consider a Supreme Court nomination? https://t.co/5yDNHNF7Tc https://t.co/cOkhPWZI9x
GOP,CLINTON BUNDLERS INCLUDE FOSSIL FUEL LOBBYISTS. https://t.co/UNgtpBjSC3 #DemDebate http://t.co/NS5PLxpcz1
timkaine,"Headed to #NPCBee. In case I get a ""phone-a-friend"" tonight, I have Tejas on speed-dial  https://t.co/fwgxUaRWTV #NPCLive"
timkaine,"For 50 years, the Voting Rights Act has helped ensure Americans are not robbed of this critical means of civic participation #VRA50"
realDonaldTrump,"""@Indies4Trump: Vote Early in the #LoneStarState #SuperTuesday @realDonaldTrump will #MakeAmericaGreatAgain https://t.co/GC8kmWFxoM"""
TheDemocrats,Americans suffer without a fully-functional Supreme Court. RT to tell the Senate GOP it's past time to #DoYourJob. https://t.co/ifK66Lh86v
timkaine,Headed to @NATCA conference to talk about impact of budget uncertainty on airports in VA &amp; across US – another reason we need regular order
timkaine,Read my response to President Obama’s announcement on Iraq today: http://t.co/kYWnFxNNOy
realDonaldTrump,"Kasich voted for NAFTA, a disaster for Ohio, and now wants the even worse TPP approved. Vote Trump and end this madness!"
HillaryClinton,RT @marceelias: Disappointed that split 6th Cir. (2-1) OVERTURNED restoration of Golden Week. Bad for voters. Bad for voting rights. https:…
mike_pence,RT @ldietrick: @mike_pence revs up the crowd @indgop Fall Dinner. Lots of good news to share about IN stats! #factsdontlie https://t.co/Y7X…
realDonaldTrump,"Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising, national way up. Wow!"
HillaryClinton,Puerto Rico faces an economic crisis. Continued inaction from Congress is irresponsible. We should act now: https://t.co/Jfb1VABBly -H
timkaine,RT @WTOP: Metro GM Paul Wiedefeld: This is a frayed cable ... this is why the system was shut down. https://t.co/rH6XnzuUB6
HillaryClinton,One year later (still one of our favorite maps). https://t.co/JJMrMOtiQc
GOP,"Show off your countdown to real leadership!

Get your official ""End of an Error"" sticker today http://t.co/1coFWV2GkI http://t.co/KWFrjJ68pP"
GOP,Lesson 2: Security Steps to Prevent Hacking (Cancelled) ➡️ https://t.co/IbN82V7Ti4 https://t.co/69VfTY6TAB
TheDemocrats,"It's been 51 days since Merrick Garland was nominated to the Supreme Court. #DoYourJob, GOP: https://t.co/eqMY5SbN9S https://t.co/eYwbV1zYxy"
mike_pence,RT @indgop: Democrats Fail Hoosiers on Transportation Funding---https://t.co/tJLsglUUYw
TheDemocrats,Hillary Clinton has their backs. #DemsInPhilly https://t.co/u9YWmR6tBB
HillaryClinton,"""America is stronger because of President Obama's leadership, and I am better because of his friendship."" —Hillary https://t.co/d1Kv4iUHqo"
timkaine,Congrats to my Administrative Director Kathy for 30 years of dedicated service in the Senate! http://t.co/TCSnHoyQyU
mike_pence,"RT @GovPenceIN: Pleased to welcome House, Senate Democratic leaders to my office for coffee - appreciate the discussion this morning https:…"
timkaine,Hillary started her career by investigating why kids with disabilities weren't going to school. https://t.co/J1YPEeSUgx
TheDemocrats,"WATCH: President Obama takes down Donald Trump’s reckless plans for the economy.
https://t.co/gLdKkycWbQ"
timkaine,"Pleased we did a budget on time, but the GOP Senate budget is not a viable blueprint for the country. My statement: http://t.co/Cxhf4YQW3W"
HillaryClinton,"When we leave people out or write them off, we not only shortchange them and their dreams, we shortchange our country and our future."
HillaryClinton,"""When Donald Trump spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina."" —Hillary #debatenight"
HillaryClinton,"It’s Primary Day in CT, DE, MD, PA, and RI. If you’re with Hillary, add your name and make a plan to vote today: https://t.co/eFckwXMhOI"
timkaine,Henrico County is in town! Great meeting with local leaders &amp; officials today on 2015 priorities http://t.co/0EB8pYYdjB
HillaryClinton,"“No one is more worthy than you, and everyone is your equal.” —@JoeBiden"
timkaine,Tune to @ABC7News at 5:15 &amp; @NewsChannel8 at 5:20. I'll discuss why Congress has an obligation to debate &amp; approve a new #AUMF against #ISIL
realDonaldTrump,Leaving Nevada now for Iowa. Things are looking good - great new polls!
mike_pence,I'm honored to have lunch today at the Indiana Veterans' Home with some of our finest Hoosiers. http://t.co/jX2Y7Rqg4h
timkaine,The obligation for communities to affirmatively further #FairHousing is not new. RT if you stand against attempts to weaken the AFFH rule
timkaine,"RT @imolinarescnn: Aquí está la entrevista con Sen. @timkaine sobre la crisis humanitaria en frontera, MH17 y Gaza http://t.co/otHmUBgtbd @…"
realDonaldTrump,"A vote for Hillary Clinton is a vote for another generation of poverty, high crime, &amp; lost opportunities. #ImWithYou
https://t.co/Eph6qy7zyB"
mike_pence,"RT @GovPenceIN: Uncertainty &amp; a changing world made our action to authorize the arming of @INGuardsman at facilities, recruiting offices ne…"
timkaine,Read my @bluevirginia blog post on why #KeystoneXL threatens to reverse the gains we’ve made in clean energy http://t.co/0stkV5M48Y
HillaryClinton,RT @literally_trump: Literally. #RNCinCLE https://t.co/LgwTgR7rOO
TheDemocrats,"RT @ThePerezHilton: This election is the most important in our lifetime! To register to vote, click HERE: https://t.co/0CURxcHrrN #National…"
timkaine,Christian is a powerful advocate for childhood cancer awareness. Learn more about his story here #MCOY2016 https://t.co/LOc4nX44Ov
mike_pence,"RT @wwfoundation: The 2015 @WoodrowWilsonTF IN Class, with @GovPenceIN and @ArthurELevine #STEM #teachered http://t.co/4N2f8H5R1L"
realDonaldTrump,"""@GriceCindy: That's why we are angry. The Republican Establishment will not support you. You are who the American people want!"""
realDonaldTrump,"Join me in Charleston, WV - tomorrow! https://t.co/kv624y9UOm"
mike_pence,RT @GovPenceIN: Tune in LIVE next Tuesday at 7 p.m. EST as I deliver the 2016 State of the State address #INSOTS https://t.co/TRKzklimKP
TheDemocrats,"RT @WhiteHouse: Together, we can achieve an #AIDSFreeGen and bring this epidemic to a halt. https://t.co/m7m2ZK6pXQ #WorldAIDSDay https://t…"
TheDemocrats,RT if you agree with @HillaryClinton and #DemsInPhilly. #RaiseTheWage https://t.co/k1CD8V1zGP
realDonaldTrump,"Everybody should boycott the @megynkelly show. Never worth watching. Always a hit on Trump! She is sick, &amp; the most overrated person on tv."
HillaryClinton,"""I believe it is an imperative that we elect Hillary Clinton as the next President of the United States.” —@MikeBloomberg"
realDonaldTrump,".@megynkelly recently said that she can’t be wooed by Trump. She is so average in every way, who the hell wants to woo her!"
TheDemocrats,"Marco Rubio’s tax plan is pure 80s: 
↑ taxes for working families 
↓ taxes for those at the top 
#GOPDebate https://t.co/MYnussWpPG"
HillaryClinton,"RT @Hillary_esp: “Y bienvenidos a todos, bienvenidos a todos a nuestro país porque somos americanos todos”—@TimKaine."
HillaryClinton,"Well said, Coach Auriemma. Keep winning, @USABasketball. https://t.co/1paG3IC51b"
TheDemocrats,"Republicans created Trump.
https://t.co/i1DlV5Cywz"
GOP,"Hillary refuses to say we are at war with ""radical Islam."" #DemDebate"
HillaryClinton,“Here's the sad truth: There is no other Donald Trump. This is it.” —Hillary
TheDemocrats,Economists on both sides of the aisle agree that Trump is a bad choice in this election: https://t.co/ePFEheHAIj https://t.co/dp22QfV1U5
realDonaldTrump,"""@MagicMetalNinja:  The Trump movement will not be stopped. We support Trump because he is a true American looking out for #AmericaFIRST."""
realDonaldTrump,When you can't say it - or see it -- you can't fix it. We will MAKE AMERICA SAFE AGAIN! #ImWithYou #AmericaFirst https://t.co/Vd2A747L29
timkaine,Enjoyed speaking to the CelebrAsian Conference in Vienna about the achievements of Asian Americans in business &amp; govt.
GOP,Clinton’s email woes aren’t going away anytime soon https://t.co/vjjWDM9cXW
mike_pence,RT @joefrank1063: #TheRealJohnGregg wont get votes from from ANYONE who remembers he turned a record surplus into a huge deficit... https:/…
timkaine,I’m extremely disappointed that a minority of Senators kept us from considering legislation that would protect women’s right to health care.
timkaine,.@MarkWarner &amp; I are now accepting applications for the position of U.S. Attorney for the Western District of VA http://t.co/QDAkxc9KS8
HillaryClinton,RT @HFA: You still have a chance to be a part of history and join Hillary at the #DemsInPhilly on Thursday. Enter here: https://t.co/vWnnKO…
mike_pence,"RT @GovPenceIN: Sen. @BrandtHershman's SB 67, releasing $430M in local income tax reserves for local road projects, has passed the Senate 4…"
realDonaldTrump,Both Ted Cruz and John Kasich have no path to victory. They should both drop out of the race so that the Republican Party can unify!
mike_pence,Thank you for standing for liberty throughout your campaign. We wish you and your family every blessing in the years to come. @tedcruz
timkaine,"RT @OKnox: Join me at 2 pm today on Sirius XM ""POTUS"" Channel 124: @Isikoff on the torture report, @timkaine on Islamic State AUMF (1/2)"
mike_pence,I sat down with @RafaelOnTV 2 discuss my transportation plan. See the entire interview here: http://t.co/1MfltPDbDm http://t.co/keTyxe2N41
TheDemocrats,Remember when Chris Christie was the frontrunner? He just got Trumped. https://t.co/5fZNlXt9AN
GOP,Clinton removed all doubt she cannot be trusted w/ the presidency. Stand against Clinton: https://t.co/pUwxrO2yPL https://t.co/reUsni5RC4
GOP,"The many ""versions"" of Hillary, with the same, stale policies. We're not fooled.  http://t.co/YGnq0DSdPV #StopHillary http://t.co/S78a4d7zDp"
timkaine,Heading to the floor to discuss importance of #NDAA for VA &amp; why we need to fix harmful #sequester cuts. Watch here: http://t.co/YpxBvtfyWD
HillaryClinton,"We can’t cozy up to dictators; we have to stand up to them.

We can’t contain ISIS; we must defeat it. And we will."
GOP,Retweet &amp; Sign if you agree. http://t.co/rxtNHEmsxr Obama's foreign policy fails to keep America safe. http://t.co/ZTnujdfqwl
GOP,New emails show @ClintonFdn official requests State lunch invitation and special seating for Foundation alies https://t.co/PkJYCS9Hd4
timkaine,Thx @GovernorVA for vetoing HB1090. Planned Parenthood provides essential preventive care for millions of women &amp; I'm proud to #StandWithPP
TheDemocrats,There's still time! Pre-order your 2016 DNC membership card: https://t.co/gWwea4KckQ https://t.co/iE1Wfbc1Ye
GOP,Hillary Clinton suffered her seventh straight primary defeat in the Wyoming caucuses on Saturday https://t.co/0xg1l1nAkv
mike_pence,Hoosier Coal Miners have a message for Hillary Clinton &amp; John Gregg about what their agenda will do to Hoosiers. https://t.co/ajjN1cm31o
timkaine,Talking with @jfradioshow on US response to ISIL &amp; my position on #SyrianRefugees. Tune in here: https://t.co/zMkGAL9Cjc
TheDemocrats,"If you vote in:
✓CT
✓DE
✓MD
✓PA
✓RI
Make a plan to vote tomorrow: https://t.co/gi4HDwjYMC https://t.co/30Dy552nG8"
mike_pence,"Gov. Mike Pence Buys from ""The Broom Guy"" @indystar https://t.co/ub2sNNahjB"
TheDemocrats,RT @DNCWomen: 1995: Women's rights are human rights. #DemsInPhilly https://t.co/FBdgwWVsYh
TheDemocrats,"""Our system only works when we recognize that... the most important office in a democracy is citizen."" -@POTUS #WLF2015"
realDonaldTrump,"Funny, if you listen to @FoxNews, the Democrats did not have a good day. If you listen to the other two, they are fawning. What a difference"
realDonaldTrump,Just watched Hillary deliver a prepackaged speech on terror. She’s been in office fighting terror for 20 years- and look where we are!
realDonaldTrump,#CrookedHillary #ThrowbackThursday https://t.co/v8J0r64J7h
GOP,Even Hollywood liberals should understand that this is not a source of entertainment. SHARE if you agree. https://t.co/cp3kyItaB7
mike_pence,RT @GovPenceIN: This is a great day for IN/KY. Honored to be a part of the opening of the Abraham Lincoln Bridge #walkthebridge https://t.c…
mike_pence,RT @GovPenceIN: Pleased to sign SEA 308 and SEA 238 to help Hoosier farmers and businesses https://t.co/4VC3fTx6XE
GOP,Clinton Once Touted Her Experience With Guns &amp; Courted Gun Owners. http://t.co/ujr0yBFHSO #DemDebate http://t.co/S9iJSfeHV2
GOP,"RT @GOPconvention: I'm not a politician, but neither is @realDonaldTrump. He's a builder &amp; it's time to rebuild America. - @peterthiel http…"
mike_pence,RT @GovPenceIN: .@INDOT has been hard at work ensuring the Crossroads of America has the infrastructure to back that moniker up http://t.co…
HillaryClinton,"RT @JamilSmith: Clinton today released a “sweeping agenda” to address America’s mental health problem, per @NickGass. https://t.co/t2ypVgey…"
mike_pence,RT @joefrankdwd: Nearly half of all IN Counties are below 4% unemployment... #INployment
GOP,"Pres Obama's ""tone deaf"" refusal to mention sailors captured by Iran in tonight's #SOTU: https://t.co/ZDWVSUsCWy https://t.co/eNYs7oAsav"
timkaine,RT @ShenCoVASchools: Skyping with Senator Tim Kaine. http://t.co/70xCqLenyY
HillaryClinton,"If Trump needs help with diplomacy, he could learn a lot from our last secretary of state. https://t.co/wrAPHGr7oq"
HillaryClinton,Closely monitoring the flooding in Louisiana &amp; Mississippi. The @RedCross is helping displaced families in need: https://t.co/sSYTbQMndP -H
realDonaldTrump,"I have millions more votes/hundreds more dels than Cruz or Kasich, and yet am not being treated properly by the Republican Party or the RNC."
HillaryClinton,"On this day in 1920, the 19th Amendment was adopted and many women won the right to vote. Let's break more ceilings. https://t.co/AGskZ5jhfK"
TheDemocrats,"✅T-shirts
✅Tote bags 
✅Travel mugs
All 15% off for #CyberMonday 
https://t.co/Vpj2TFefjU https://t.co/9tYjYOClSH"
GOP,We choose to put AMERICA first and to #MakeAmericaGreatAgain with #TrumpPence16! #EnoughClinton https://t.co/y2SatjCYU7
TheDemocrats,Correction: Here’s how to watch the #DemDebate this Saturday on @ABC: https://t.co/QOl75rRYjv
TheDemocrats,These are American values. These are Democratic values. https://t.co/VDSMl8WpxT
timkaine,Read my response to the President's statement on the unraveling crisis in Iraq: http://t.co/Lkb9Xr3ckx
GOP,Trouble clearing out those Top Secret emails? http://t.co/4IbbulzZdZ Click to get Hillary's Secret Server Wiper. http://t.co/rLDbjTWRDI
GOP,".@MiamiHerald ""endorsed"" Hillary Clinton: March 3, 2016 https://t.co/ltV5iP59iA https://t.co/uLljCrDbnq"
timkaine,"For nearly two centuries #EmanuelAME has been a symbol of the struggle for freedom, equality &amp; human rights in our country. #Juneteenth"
GOP,#Slogans4Hillary: [Insert Poll-Tested Words] ⬇️ https://t.co/0hgwEBHMau
realDonaldTrump,"Wisconsin has suffered a great loss of jobs and trade, but if I win, all of the bad things happening in the U.S. will be rapidly reversed!"
timkaine,Hillary wrote an open letter to young people who are undocumented. Read it here: https://t.co/ZhHkX9S0dJ
TheDemocrats,The only presidential candidates who have participated in a responsible foreign policy debate this year. #DemDebate https://t.co/eX97mpE4p6
GOP,RT @Reince: The 2016 Platform has officially been adopted by the Party https://t.co/m4ca0gktSE https://t.co/eIu9yaRHnH
realDonaldTrump,"Marco Rubio lost big last night. I even beat him in Virginia, where he spent so much time and money. Now his bosses are desperate and angry!"
TheDemocrats,"RT @WhiteHouse: ""Each of us, all of us, must show that America is strengthened by people of every faith and every background."" —@POTUS"
HillaryClinton,"$25 billion could pay for:

1,500 new schools.
Clean energy to power 5 million homes.

or...

Trump's wall: https://t.co/GmVfH0zR1D"
HillaryClinton,“I don’t understand people who trash talk about America…who act as if we are not yet the greatest country that has ever been created.”
timkaine,Want to thank @SenBrianSchatz for his leadership on this bill. It helps right a horrible wrong.
GOP,Yet another reason we MUST have a #Republican White House.  http://t.co/JUu0zzDiHA #StopHillary http://t.co/iCVlgQcFuq
mike_pence,"RT @marc_lotter: Editorial from @IndyStar called @RealJohnRGregg taxpayer funded health insurance for life -- ""A Crying Shame. ""  https://t…"
realDonaldTrump,"So funny, Crooked Hillary called BREXIT so incorrectly, and now she says that she is the one to deal with the U.K. All talk, no action!"
GOP,"While some Americans are finding #jobs, others are finding it impossible to secure enough work. http://t.co/sxWraCKSyw We must do better."
GOP,Must Watch: Obama concedes that the #IranDeal merely delays a nuclear Iran.  http://t.co/j0nBRn91Ve
realDonaldTrump,"""@AllegrettiVicki: You have great children, future presidents...and we all see were raised right and out there for their father."" Thank you."
GOP,This is no time for silence. But that is what Americans are getting from Hillary Clinton http://t.co/FenTtMOBmQ http://t.co/NbokKnQDHT
realDonaldTrump,"If Crooked Hillary Clinton can't close the deal on Crazy Bernie, how is she going to take on China, Russia, ISIS and all of the others?"
timkaine,RT @cspan: .@TimKaine addresses @NatUrbanLeague Conference – LIVE online here: https://t.co/Qc9kL4BaOO #SaveOurCities https://t.co/k0f0sUGt…
TheDemocrats,"RT @business: JUST IN: U.S. April payrolls rise 160,000, with jobless rate holding at 5% https://t.co/GWLV7aNL8n https://t.co/o0Kbu0XcI1"
GOP,Remember the good ol' days? #DemDebate https://t.co/lUvRwJLoLS
GOP,Show everyone you’ve had enough of Crooked @HillaryClinton #EnoughClinton #DemsInPhilly ➡️ https://t.co/dEIE81nzC6 https://t.co/JiXodJ8TZe
TheDemocrats,"A victory for voters everywhere: The Supreme Court declares that, in our democracy, every person counts. #Evenwel https://t.co/YMp6bVJLDG"
TheDemocrats,"RT @FlaDems: We won't give in to fear and let it divide us. Together, our love will defeat hate. #OrlandoUnited https://t.co/cYJPwQRgwf"
mike_pence,Great to be with 5 former @indgop chairmen &amp; our current Chairman @jeffcardwell. Thank you for your leadership! https://t.co/rJ9JG9moef
GOP,Ethics watchdogs slam @ClintonFdn for its insistence on keeping Chelsea Clinton on the board: https://t.co/4QTJIpdYkD
mike_pence,.@HolcombForIN is a proven leader and consensus builder. Take it from @SecretaryLawson! #WhyEric https://t.co/sIfs47tHWh
mike_pence,Another attack on our men &amp; women in law enforcement. Our prayers for the victims in San Diego &amp; their families. This violence must stop.
realDonaldTrump,"""@SassyPantsjj: Michigan GOP poll 2/24/2016 Trump 35.5 Rubio 15.0 Cruz 14.3 Kasich 12.8 Carson 8.3 @realDonaldTrump"" Wow!"
TheDemocrats,America is beautiful. #DemsInPhilly https://t.co/iN4zOzZoAE
realDonaldTrump,"""A rough night for Hillary Clinton""  ABC News."
GOP,"1. Tune into CNBC/CNBC.com
2. Grab a friend + snacks
3. Share your experience using #LeadRight2016 https://t.co/l6S3WXKW06"
HillaryClinton,We need a president who sees the best in all of us. https://t.co/vX0Oycto1Q
GOP,300+ RNC debate-watch parties. #GOP voters are excited &amp; engaged. http://t.co/SDQSZZjh3e #LeadRight2016 http://t.co/fEVRI5OFTD
TheDemocrats,"RT @CBSNews: WATCH LIVE: Coverage of #DemDebate in Des Moines, Iowa, starts now https://t.co/yIC3Tgxw0h - @CBSNLive https://t.co/d9gDvmMfSh"
realDonaldTrump,"Will be in Missouri today with Melania for the funeral of a wonderful and truly respected woman, Phyllis S!"
mike_pence,Currently at Plainfield High School celebrating the Next Generation Hoosier Educator Scholarship! https://t.co/yiTTanfwZj
GOP,"After seeing her ‘trustworthiness’ poll numbers, Hillary isn’t going to want to see this video: https://t.co/RcH9Y4dzbk"
realDonaldTrump,"We need to secure our borders ASAP. No games, we must be smart, tough and vigilant. MAKE AMERICA GREAT AGAIN &amp; MAKE AMERICA STRONG AGAIN!"
TheDemocrats,The 2016 Democratic Convention kicks off 6 months from today! RT if you're ready to elect another Dem in 2016 🎉 https://t.co/axEjLAFopu
realDonaldTrump,Trump University has a 98% approval rating. I could have settled but won't out of principle!
HillaryClinton,"""Keeping our nation safe and honoring the people who do that work will be my highest priority.” —Hillary"
